Id,front_camera,resolution_width,mobile_weight,screen_width,talk_time,touch_screen,clock_speed,ram,bluetooth,battery_power,internal_memory,primary_camera,mobile_depth,dual_sim,resolution_height,wifi,4g,3g,n_cores,screen_height,price_range
1531,5,1019,105,7,17,no,2.2,2462,yes,1349,55,7,0.1,yes,648,yes,no,yes,7,15,medium
1532,0,1583,191,7,14,yes,0.5,2334,no,1830,7,12,0.9,no,460,no,no,no,6,8,medium
1533,11,1667,89,10,9,yes,2.3,934,no,1597,34,14,0.4,no,64,no,no,no,1,16,very low
1534,1,642,127,8,7,no,0.6,991,no,1442,27,8,0.4,yes,266,no,no,yes,5,14,very low
1535,7,557,94,12,7,no,0.8,663,no,508,42,8,0.3,no,39,no,yes,yes,1,13,very low
1536,0,935,95,6,5,yes,2.5,961,yes,1063,31,10,0.9,no,295,no,yes,yes,6,16,very low
1537,12,1643,107,0,19,no,2.3,595,yes,1702,47,19,0.6,yes,1284,yes,yes,yes,2,10,low
1538,0,1462,93,9,7,no,0.5,2394,no,1210,63,0,0.1,no,1177,no,no,no,5,17,medium
1539,3,1206,104,7,18,no,1.5,2115,no,1159,36,8,0.4,no,717,no,no,no,4,8,medium
1540,6,1448,187,10,12,yes,1.1,905,no,915,56,17,0.6,no,532,no,no,no,8,19,very low
1541,7,790,157,5,14,no,0.7,1380,no,1762,60,10,0.1,no,643,no,no,yes,4,14,low
1542,2,610,129,4,17,yes,0.5,1675,yes,544,7,15,0.2,yes,227,no,yes,yes,5,13,very low
1543,13,1991,87,1,11,yes,2.9,3137,no,1397,9,18,0.5,yes,1308,yes,no,yes,6,12,high
1544,1,1712,80,11,4,yes,2.4,3242,yes,772,10,2,0.5,yes,1242,no,yes,yes,4,18,high
1545,15,1878,191,6,17,no,0.5,1667,no,1229,14,16,0.8,yes,120,yes,no,no,2,17,low
1546,1,1264,95,9,8,yes,0.7,3701,yes,1697,34,3,0.1,no,236,no,yes,yes,1,15,high
1547,0,1954,102,0,14,no,0.5,1214,no,1778,15,0,0.5,no,1445,no,no,yes,3,5,low
1548,13,519,99,1,6,no,2.5,325,yes,1081,49,17,1,yes,284,yes,no,no,3,9,very low
1549,0,1718,191,16,2,yes,2.3,2355,no,1076,14,0,0.7,yes,1088,yes,yes,yes,5,17,medium
1550,1,893,162,6,16,yes,1.2,2800,no,576,30,5,0.8,no,847,yes,no,no,8,11,medium
1551,4,1308,105,10,6,yes,1.8,3791,yes,1313,9,6,0.4,yes,416,yes,no,no,1,11,high
1552,1,1458,181,6,6,no,1,1228,yes,1329,52,2,0.9,no,1053,yes,no,yes,6,8,low
1553,3,1038,105,0,10,no,1.3,829,yes,1617,30,4,0.7,yes,246,no,yes,yes,2,9,very low
1554,3,1175,87,5,18,no,1.1,3695,no,1765,11,7,0.7,no,835,no,no,yes,2,6,high
1555,12,1491,145,12,4,no,2.3,2501,yes,1702,52,15,0.5,no,1397,no,yes,yes,2,16,high
1556,8,1740,143,5,13,yes,1.7,2177,no,946,25,15,0.8,yes,650,yes,yes,yes,6,7,medium
1557,12,737,149,3,4,yes,1.8,3248,no,1262,34,16,0.1,yes,223,yes,no,no,5,13,medium
1558,4,1696,162,9,16,no,2.2,3767,no,1522,21,11,0.7,no,533,yes,no,no,6,15,high
1559,9,1854,111,13,10,no,2.1,3238,no,596,64,15,0.8,yes,885,no,no,no,8,16,high
1560,5,754,168,4,2,yes,2,3919,yes,510,45,16,0.9,yes,483,yes,yes,yes,6,19,high
1561,9,1077,135,3,13,no,2.2,1022,yes,1049,63,17,0.5,no,199,no,no,no,5,11,very low
1562,0,1163,156,3,20,yes,0.5,1456,no,1122,40,14,0.3,no,675,no,yes,yes,7,9,low
1563,5,588,196,10,16,yes,0.5,1861,no,973,53,7,0.5,yes,105,no,no,no,5,13,low
1564,2,1649,114,3,6,no,2.7,590,yes,1417,56,4,0.9,no,494,yes,yes,yes,6,11,very low
1565,6,1486,111,7,16,yes,1,1837,no,1103,29,8,0.7,yes,990,yes,no,no,6,8,low
1566,3,891,97,9,2,yes,2.7,2033,yes,1057,41,10,0.1,no,397,no,yes,yes,4,16,low
1567,15,1613,159,12,11,yes,0.5,2150,no,560,50,20,0.3,yes,1448,no,no,yes,2,18,medium
1568,10,1713,127,1,4,no,3,1825,no,1206,30,13,0.6,yes,1581,yes,yes,yes,3,7,medium
1569,15,926,112,1,3,yes,1,509,no,1422,3,17,0.1,no,1,yes,no,yes,1,19,very low
1570,2,799,83,0,4,no,0.5,676,no,1860,55,3,0.7,yes,195,yes,yes,yes,6,15,very low
1571,3,1758,165,3,11,no,0.8,278,yes,862,23,15,0.4,yes,793,yes,no,no,2,16,very low
1572,1,1429,154,7,18,no,0.8,543,yes,1179,5,17,0.9,no,913,yes,no,no,5,8,very low
1573,0,530,173,2,20,yes,2.8,3190,yes,994,56,3,0.5,yes,491,yes,no,yes,3,5,medium
1574,0,1657,146,14,8,yes,1,562,no,548,56,14,0.4,yes,657,yes,yes,yes,4,17,very low
1575,5,893,163,2,13,yes,1.3,3941,no,1312,10,9,0.6,no,95,yes,yes,yes,2,6,high
1576,0,1897,110,2,5,yes,2.6,1693,no,510,33,10,0.1,no,1052,no,no,no,6,6,low
1577,5,1935,121,10,18,yes,0.5,3497,yes,1938,44,9,0.5,yes,1299,no,no,no,2,18,high
1578,3,774,196,12,12,no,1.8,2296,yes,1054,40,10,0.8,yes,27,yes,yes,yes,7,16,low
1579,11,1579,124,4,18,no,0.5,3635,yes,1554,5,12,1,yes,395,no,no,no,3,7,high
1580,3,1011,197,5,13,no,2.8,3355,no,642,34,15,0.8,no,331,no,no,no,2,12,medium
1581,10,757,144,0,13,no,2.3,1735,no,675,60,15,0.9,no,192,yes,no,yes,5,7,very low
1582,9,1589,158,13,6,no,2.8,3204,yes,1135,43,11,0.4,yes,690,no,no,yes,1,18,high
1583,2,1177,129,1,14,no,1.9,3202,no,1494,47,9,0.4,no,207,no,yes,yes,2,13,high
1584,0,1149,187,3,5,yes,0.5,700,no,1954,24,0,0.8,yes,512,yes,no,yes,4,16,very low
1585,5,842,183,1,7,yes,1.2,3323,yes,625,10,8,0.2,yes,635,yes,yes,yes,4,9,medium
1586,12,1873,129,14,15,yes,1.1,3511,no,1982,24,16,0.1,no,764,yes,no,yes,7,16,high
1587,0,1827,200,1,10,yes,1.3,1619,no,1039,12,0,0.8,no,1428,yes,yes,yes,8,7,low
1588,0,1026,83,7,17,no,1.7,1653,no,868,30,0,0.8,no,276,no,no,yes,4,11,low
1589,13,1089,182,1,9,no,1.9,1671,yes,1936,34,14,0.2,yes,591,yes,yes,yes,7,6,low
1590,2,1981,99,15,20,no,1.1,629,no,717,14,6,0.1,yes,1878,no,yes,yes,8,16,very low
1591,10,681,114,5,15,yes,1.3,2203,yes,1559,10,17,0.3,yes,117,yes,yes,yes,8,7,low
1592,0,874,152,3,19,no,2.6,1375,no,1869,30,13,0.4,no,163,no,yes,yes,1,15,low
1593,6,564,178,6,17,no,0.5,2969,no,1751,8,20,0.6,yes,170,yes,no,no,6,8,medium
1594,7,1437,89,11,9,yes,0.5,3424,no,790,44,8,0.1,yes,1100,no,yes,yes,8,13,high
1595,2,1256,182,7,14,yes,1.4,3139,no,1391,36,6,0.8,no,14,no,yes,yes,1,14,medium
1596,13,1000,179,12,17,yes,1.1,3809,yes,1926,50,17,0.2,no,371,no,yes,yes,6,17,high
1597,0,1248,108,3,9,no,0.5,2700,yes,1213,16,0,0.5,no,226,yes,no,no,5,12,medium
1598,0,1980,168,8,15,yes,1.8,1074,no,564,51,1,0.5,yes,912,no,yes,yes,3,14,very low
1599,1,1287,102,8,12,no,1.9,1440,no,1457,16,10,0.3,yes,1013,yes,yes,yes,3,17,low
